last_name	researcher id	first_name
Yang	ur.0734016004.71	Qiong
Yang	ur.0743637365.45	Qiong
Yang	ur.0745427513.66	Shi
Yang	ur.0752420373.84	Qiong
Yang	ur.0772705046.16	Shi
Yin	ur.010106032603.01	Chengqian
Yin	ur.010241206273.80	Chengqian
Yin	ur.011537202176.88	Chengqian
Yin	ur.01214403564.89	Xiaoyan
Yin	ur.012561015644.41	Chengqian
Yin	ur.01276072554.08	Xiaoyan
Yin	ur.013573770214.20	Xiaoyan
Yin	ur.016333162424.20	Chengqian
Yin	ur.0654466715.90	Chengqian
Yin	ur.0667155617.04	Xiaoyan
Yin	ur.07452107673.91	Chengqian
Yin	ur.07453104504.95	Xiaoyan
Zeiner	ur.01265464271.34	Carolyn A
Zeiner	ur.01265464271.34	Carolyn A
Zeiner	ur.014116410400.96	Carolyn A
Zhang	ur.010045514366.70	Xin
Zhang	ur.010107755367.13	Huiping
Zhang	ur.010107755367.13	Huiping
Zhang	ur.01011645525.96	Yu Qing
Zhang	ur.010323053117.02	Xiaoling
Zhang	ur.010414703113.16	Yanhang
Zhang	ur.010440301264.82	Ran
Zhang	ur.010676264100.29	Xiaoling
Zhang	ur.01070105155.66	Xin
Zhang	ur.01072013416.08	Yanhang
Zhang	ur.01072013416.08	Yanhang
Zhang	ur.010724210674.50	Huiping
Zhang	ur.010725623436.59	Yu Qing
Zhang	ur.011042447612.63	Yu Qing
Zhang	ur.011044300374.86	Ying
Zhang	ur.01105247777.17	Yu Qing
Zhang	ur.011055715213.15	Yue
Zhang	ur.011077723527.49	Xiaohe
Zhang	ur.011272672703.26	Xin
Zhang	ur.011343731114.57	Yu Qing
Zhang	ur.011374340232.84	Heng
Zhang	ur.011424315533.89	Xin
Zhang	ur.011434757314.52	Xin
Zhang	ur.011446605354.08	Yanhang
Zhang	ur.011467605763.03	Yu Qing
Zhang	ur.011472004722.16	Yu Qing
Zhang	ur.011575122110.62	Bohan
Zhang	ur.011741760030.02	Xin
Zhang	ur.011745616460.05	Yu Qing
Zhang	ur.012022104527.13	Xin
Zhang	ur.012126007460.05	Xin
Zhang	ur.01222030547.56	Duo
Zhang	ur.01222030547.56	Duo
Zhang	ur.012320305126.78	Yu Qing
Zhang	ur.012362132554.23	Yu Qing
Zhang	ur.012400345655.05	Xin
Zhang	ur.01240450171.57	Yu Qing
Zhang	ur.012421301364.28	Xin
Zhang	ur.012452340075.47	Yu Qing
Zhang	ur.012561557607.67	Yu Qing
Zhang	ur.012561557607.67	Yu Qing
Zhang	ur.012747573652.56	Duo
Zhang	ur.013001332542.32	Yijia
Zhang	ur.013006253747.02	Xin
Zhang	ur.013041666424.88	Yu Qing
Zhang	ur.013056216567.28	Xin
Zhang	ur.013166034366.19	Guanglan
Zhang	ur.01326571607.83	Yunxi
Zhang	ur.01326571607.83	Yunxi
Zhang	ur.01346535052.13	Yu Qing
Zhang	ur.013514002741.58	Ran
Zhang	ur.013521321141.14	Xin
Zhang	ur.013535260304.44	Sherry
Zhang	ur.013567104572.82	Xin
Zhang	ur.013605463767.57	Xin
Zhang	ur.013630264347.74	Xin
Zhang	ur.013660002727.97	Huiping
Zhang	ur.013673732624.09	Yu Qing
Zhang	ur.013701324566.84	Bohan
Zhang	ur.013766172026.92	Duo
Zhang	ur.013766172026.92	Duo
Zhang	ur.014012257474.22	Guang Lan
Zhang	ur.014063526023.04	Yu Qing
Zhang	ur.014076135703.55	Yue J
Zhang	ur.014105512775.80	Xin
Zhang	ur.014132016523.50	Yanhang
Zhang	ur.014143677210.85	Yunxi
Zhang	ur.014232622222.29	Xin
Zhang	ur.014366367224.19	Yu Qing
Zhang	ur.014402011760.01	Yu Qing
Zhang	ur.014406525210.75	Duo
Zhang	ur.014435051337.19	Xin
Zhang	ur.014457175255.21	Ting
Zhang	ur.014472103745.37	Xin
Zhang	ur.014477421233.11	Yu Qing
Zhang	ur.014511117265.16	Jing
Zhang	ur.014560360270.64	Xin
Zhang	ur.014606346020.84	Xiaoling
Zhang	ur.014623261655.22	Xin
Zhang	ur.014635160752.08	Xin
Zhang	ur.014703645417.21	Yu Qing
Zhang	ur.014745467135.86	Yu Qing
Zhang	ur.015004765670.91	Xiaoling
Zhang	ur.015060402466.29	Yuqing
Zhang	ur.015060402466.29	Yuqing
Zhang	ur.015110546530.12	Yu Qing
Zhang	ur.015173670506.52	Yu Qing
Zhang	ur.015235014722.22	Duo
Zhang	ur.015377730042.42	Duo
Zhang	ur.015421553310.08	Xiaoling
Zhang	ur.015504721405.06	Ting
Zhang	ur.015520247360.23	Yu Qing
Zhang	ur.015534752474.13	Yu Qing
Zhang	ur.015535150231.60	Xin
Zhang	ur.015564776371.08	Sherry
Zhang	ur.015623235324.30	Yu Qing
Zhang	ur.015660637202.42	Yu Qing
Zhang	ur.015764067060.11	Yu Qing
Zhang	ur.016037036424.45	Yu Qing
Zhang	ur.016054177512.92	Yu Qing
Zhang	ur.016106372667.28	Xiaoling
Zhang	ur.016113432020.50	Xiaoling
Zhang	ur.016113432020.50	Xiaoling
Zhang	ur.016154523562.51	Yu Qing
Zhang	ur.016201517004.68	Yu Qing
Zhang	ur.016202610070.29	Xin
Zhang	ur.016221236705.55	Xin
Zhang	ur.016221236705.55	Xin
Zhang	ur.016221255674.35	Yu Qing
Zhang	ur.016221525166.31	Yu Qing
Zhang	ur.016275746335.15	Tiansheng
Zhang	ur.016303060206.69	Bohan
Zhang	ur.016323317014.31	Chi
Zhang	ur.016400216037.34	Xin
Zhang	ur.016423170511.33	Jianming
Zhang	ur.016425205164.60	Yuqing
Zhang	ur.016426644510.56	Yu Qing
Zhang	ur.016621026501.23	Sherry
Zhang	ur.016666205537.18	Guang Lan
Zhang	ur.016666205537.18	Guang Lan
Zhang	ur.016713134454.36	Xin
Zhang	ur.0630361662.67	Heng
Zhang	ur.0630361662.67	Heng
Zhang	ur.0641063217.13	Xin
Zhang	ur.0673046202.70	Ting
Zhang	ur.0721213536.11	Xin
Zhang	ur.07363171230.74	Duo
Zhang	ur.07367605167.74	Xin
Zhang	ur.07371415037.57	Guanglan
Zhang	ur.07371415037.57	Guanglan
Zhang	ur.07404512365.40	Xin
Zhang	ur.07437475232.71	Yu Qing
Zhang	ur.07457347754.57	Xin
Zhang	ur.07463741245.07	Xin
Zhang	ur.07465014435.19	Xin
Zhang	ur.07473307344.46	Yu Qing
Zhang	ur.07473370050.29	Yanhang
Zhang	ur.0752033667.07	Yu Qing
Zhang	ur.07531166477.45	Lei
Zhang	ur.07603572514.11	Yu Qing
Zhang	ur.07612374210.05	Yanhang
Zhang	ur.07660242732.06	Xin
Zhang	ur.07672144604.11	Xin
Zhang	ur.07715077210.39	Yu Qing
Zhang	ur.07770224577.65	Xin
Zhao	ur.010731713534.31	Qiang
Zhao	ur.012330457374.62	Carol
Zhao	ur.01264254057.35	Yanyu
Zhao	ur.01264254057.35	Yanyu
Zhao	ur.012674027322.81	Carol
Zhao	ur.012674027322.81	Carol
Zhao	ur.012751143333.38	Xiaoguang
Zhao	ur.01330132420.37	Xiaoguang
Zhao	ur.013330603365.97	Qing
Zhao	ur.013330603365.97	Qing
Zhao	ur.013761473664.33	Qing
Zhao	ur.014373550003.97	Yanyu
Zhao	ur.014551753307.54	Qiang
Zhao	ur.015320173454.62	Xiaoguang
Zhao	ur.015405227470.36	Xiaoguang
Zhao	ur.015755212036.07	Jinyuan
Zhao	ur.0777535710.27	Qi
Zhong	ur.011602460177.46	Yi-Ming
Zhong	ur.013517764351.76	Qiankun
Zhu	ur.011351662120.06	Henghui
Zhu	ur.011752317424.85	Bo
Zhu	ur.011763435244.26	Bo
Zhu	ur.013245303100.16	Haihao
Zhu	ur.014524555316.12	Bo
Zhu	ur.015433606760.14	Henghui
Zhu	ur.015506251567.48	Clara
Zhu	ur.016361416557.61	Bo
Zhu	ur.016704571007.88	Bo
Zhu	ur.0706371251.76	Haihao
Zhu	ur.0706371251.76	Haihao
Zhu	ur.07717672120.17	Henghui
Zimmermann	ur.01144700411.98	Bernhard B
Zou	ur.011336443430.69	Ying
Zou	ur.07370761453.50	Ying
